Seq,SOURCEID,ObsID,RAdeg,DEdeg,e_Pos,DistNN,ExtFlag,InXMM,InChandra,FSoft,e_FSoft,CtSoft,SoftDetml,FHard,e_FHard,CtHard,HardDetml,FFull,e_FFull,CtFull,FullDetml,logLSoft,logLHard,logLFull,RejS,SDSS,RASdeg,DESdeg,RelS,rS,CoaddS,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,SpecID,Class,zsp,r_zsp,WISE,RAWdeg,DEWdeg,e_RAWdeg,e_DEWdeg,RelW,rW,W1mag,e_W1mag,W1SNR,W2mag,e_W2mag,W2SNR,W3mag,e_W3mag,W3SNR,W4mag,e_W4mag,W4SNR,ExtW,RejW,UKIDSS,RAUdeg,DEUdeg,RelU,rU,Ymag,e_Ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,RejU,VHS,RAVdeg,DEVdeg,RelV,rV,JVmag,e_JVmag,HVmag,e_HVmag,KVmag,e_KVmag,RejV,GALEX,RAGdeg,DEGdeg,e_NUVPos,e_FUVPos,RelG,rG,NUV,e_NUV,FUV,e_FUV,FIRST,RAFdeg,DEFdeg,rF,F1.4GHz,e_F1.4GHz,RAHdeg,DEHdeg,rH,F250,e_F250,F350,e_F350,F500,e_F500,XMMAO10CP,ChCP,CPCoord,RA,DEC,SIGRA,SIGDEC,EPOCH,EBV,AY,AJ,AH,AK,MERGEDCLASS,MERGEDCLASSSTAT,YHALLMAG,YHALLMAGERR,YPETROMAG,YPETROMAGERR,YPSFMAG,YPSFMAGERR,YAPERMAG3,YAPERMAG3ERR,J_1HALLMAG,J_1HALLMAGERR,J_1PETROMAG,J_1PETROMAGERR,J_1PSFMAG,J_1PSFMAGERR,J_1APERMAG3,J_1APERMAG3ERR,HHALLMAG,HHALLMAGERR,HPETROMAG,HPETROMAGERR,HPSFMAG,HPSFMAGERR,HAPERMAG3,HAPERMAG3ERR,KHALLMAG,KHALLMAGERR,KPETROMAG,KPETROMAGERR,KPSFMAG,KPSFMAGERR,KAPERMAG3,KAPERMAG3ERR
2704,433832530674,742830101.0,15.511,-0.026,3.5,170.4,0.0,no,no,0.5,0.12,29.36,20.02,2.83,0.87,18.66,11.07,1.84,0.36,48.14,27.18,-999.0,-999.0,-999.0,no,1237666339188507680,15.511,-0.027,0.92,4.18,no,24.6,1.09,24.75,0.64,22.97,0.29,21.67,0.14,21.04,0.31,,,-999.0,,J010202.53-000137.6,15.51,-0.03,0.37,0.37,0.9498,3.99,16.85,0.12,8.9,16.61,0.39,2.8,12.35,,-0.4,8.21,,1.5,no,no,433832530674,15.511,-0.027,0.879,4.12,,,,,,,18.14,0.18,no,472471048804,15.511,-0.027,0.922,4.21,,,18.93,0.19,17.92,0.15,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.510607669472984,-0.027175739907345585,,,2005.7684811498973,0.02908146195113659,0.03521765023469925,0.025853419676423073,0.01680908538401127,0.010469326749444008,-1,-0.8007678389549255,,,,,,,,,,,,,,,,,,,,,,,,,18.520702362060547,0.39215773344039917,20.013750076293945,1.9799962043762207,,,18.141464233398438,0.17966175079345703
2706,433832530431,742830101.0,15.516,-0.073,1.9,170.4,0.0,no,no,4.25,0.39,152.36,310.05,5.51,1.17,36.06,31.61,11.66,0.98,193.14,293.62,44.47,44.58,44.91,no,1237666339188506752,15.516,-0.073,1.0,1.28,no,19.88,0.04,19.7,0.01,19.34,0.01,19.33,0.02,19.38,0.06,445973216687581184,QSO,1.104,11.0,J010203.91-000421.7,15.52,-0.07,0.12,0.12,0.9948,1.39,15.59,0.05,23.2,14.55,0.07,16.5,11.55,0.26,4.2,8.27,,0.9,no,no,433832530431,15.516,-0.073,0.982,1.43,18.42,0.04,18.27,0.06,17.88,0.1,16.97,0.06,no,472471024646,15.516,-0.073,0.989,1.42,18.12,0.04,17.62,0.06,16.91,0.06,no,6476143416314954938,15.516,-0.073,0.52,0.78,0.99,1.43,19.84,0.07,20.64,0.16,,,,,,,,,,,,,,,,,,0.0,15.51627899022104,-0.07271526918089695,,,2006.8908909787817,0.029123833402991295,0.035268962383270264,0.02589108794927597,0.016833575442433357,0.010484580881893635,-1,0.806633710861206,18.378997802734375,0.05385635048151016,18.304197311401367,0.07417092472314835,,,18.41813087463379,0.035004377365112305,18.367008209228516,0.1047314777970314,18.339946746826172,0.1690184473991394,,,18.265546798706055,0.059491269290447235,17.98765754699707,0.216635599732399,17.907949447631836,0.24288754165172577,,,17.878938674926758,0.10325902700424194,16.867874145507812,0.11430517584085464,16.898971557617188,0.1540175974369049,,,16.965137481689453,0.0618901252746582
2707,433830551522,742830101.0,15.524,0.199,3.0,142.4,0.0,no,no,0.47,0.12,22.63,21.12,5.18,0.92,44.17,49.54,3.08,0.45,67.04,74.01,43.06,44.1,43.88,no,1237663784204173383,15.525,0.199,0.98,1.48,no,17.7,0.01,17.22,0.0,17.13,0.01,17.04,0.01,16.92,0.01,4757150948546768896,QSO,0.726,11.0,J010205.90+001156.7,15.52,0.2,0.04,0.04,0.99,1.4,13.49,0.03,42.5,12.48,0.02,45.5,9.59,0.06,18.6,7.09,0.12,9.0,no,no,433830551522,15.525,0.199,0.927,1.54,16.45,0.01,15.97,0.01,15.49,0.01,14.82,0.01,no,472447812226,15.525,0.199,0.962,1.5,15.97,0.01,15.48,0.01,14.87,0.01,no,6476143416314956422,15.524,0.199,0.5,1.11,0.99,0.54,18.58,0.04,20.27,0.14,FIRST J010205.9+001156,15.525,0.199,2.28,66.65,0.12,,,,,,,,,,,,0.0,15.524538014329035,0.19919379544960086,,,2006.8908876386038,0.033759355545043945,0.04088257998228073,0.030012067407369614,0.019512908533215523,0.012153368443250656,-2,5.017547607421875,16.45124626159668,0.011430677957832813,16.397615432739258,0.01612047478556633,,,16.446367263793945,0.009538011625409126,15.984293937683105,0.013240382075309753,15.890442848205566,0.020648203790187836,,,15.96728801727295,0.008933775126934052,15.454174041748047,0.02046920359134674,15.347052574157715,0.030349189415574074,,,15.490652084350586,0.013398751616477966,14.812748908996582,0.016645532101392746,14.763053894042969,0.023561878129839897,,,14.816697120666504,0.011088483035564423
2708,433830551230,742830101.0,15.53,0.086,2.9,139.1,0.0,no,no,1.5,0.19,81.12,130.09,2.22,0.62,21.7,15.63,4.2,0.49,102.61,133.63,43.93,44.1,44.38,no,1237663784204173476,15.53,0.086,0.99,1.72,no,19.27,0.02,19.15,0.01,18.97,0.01,19.07,0.01,19.13,0.04,780391060013606912,QSO,1.016,11.0,J010207.25+000510.9,15.53,0.09,0.09,0.09,0.9915,2.01,15.21,0.04,27.0,14.3,0.05,20.5,11.16,0.17,6.3,8.38,,1.2,no,no,433830551230,15.53,0.086,0.962,1.73,18.84,0.06,18.23,0.07,17.84,0.11,16.7,0.06,no,472447813872,15.53,0.086,0.979,1.89,18.09,0.05,17.68,0.07,16.83,0.06,no,2915203485948450720,15.53,0.086,0.49,0.63,0.99,2.04,20.02,0.03,20.97,0.06,,,,,,,,,,,,,,,,,,0.0,15.530166996054449,0.08635125286662555,,,2006.8908876386038,0.031477976590394974,0.038119830191135406,0.02798392064869404,0.018194271251559258,0.01133207231760025,1,4.532367706298828,18.64657211303711,0.07527706027030945,18.812814712524414,0.16713595390319824,,,18.835617065429688,0.05606045946478844,17.968393325805664,0.07836632430553436,17.827850341796875,0.09201513975858688,,,18.234771728515625,0.0659370943903923,17.686748504638672,0.1218389943242073,17.14462661743164,0.12626542150974274,,,17.840301513671875,0.10742297023534775,16.332489013671875,0.07649949938058853,15.960566520690918,0.09998605400323868,,,16.700777053833008,0.05608323588967323
2709,433828783746,742830101.0,15.537,0.318,3.7,44.1,0.0,no,no,0.85,0.21,28.69,21.66,0.0,0.0,0.0,0.0,1.7,0.48,26.35,11.49,44.56,0.0,0.0,no,1237666339725377777,15.536,0.317,0.99,3.87,no,20.44,0.05,19.79,0.01,19.7,0.02,19.68,0.02,19.56,0.07,4758191636638003200,QSO,2.288,11.0,J010208.88+001902.2,15.54,0.32,0.11,0.12,0.9799,3.37,15.44,0.04,24.5,14.93,0.08,13.3,11.8,0.31,3.5,8.28,,1.9,no,no,433828783747,15.537,0.317,0.909,3.35,18.52,0.04,17.98,0.05,17.27,0.06,16.4,0.04,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,15.5362748790286,0.3173927701603836,,,2006.8908909787817,0.033219434320926666,0.04022873565554619,0.02953207679092884,0.01920083351433277,0.011958996765315533,1,1.5876317024230957,18.870376586914062,0.08752524107694626,18.839611053466797,0.12626728415489197,,,18.89017105102539,0.05554104223847389,18.648880004882812,0.1326400339603424,18.66240119934082,0.14449924230575562,,,18.573543548583984,0.08718329668045044,,,,,,,,,17.21156120300293,0.13412365317344666,16.92654037475586,0.1709458976984024,,,17.348461151123047,0.09634190797805786
2710,433828783730,742830101.0,15.537,0.306,2.9,44.1,0.0,no,no,0.7,0.17,25.97,23.59,0.0,0.0,0.0,0.0,1.89,0.45,31.42,18.39,44.47,0.0,44.9,no,1237666339725377782,15.538,0.306,0.99,1.44,no,19.69,0.03,19.08,0.01,19.04,0.01,19.07,0.01,18.86,0.04,4757158645128163328,QSO,2.285,11.0,J010209.01+001823.0,15.54,0.31,0.14,0.15,0.9861,1.62,16.04,0.06,17.4,14.84,0.07,15.8,11.81,0.28,3.9,8.71,,0.4,no,no,433828783730,15.538,0.306,0.968,1.45,18.41,0.04,18.24,0.06,17.6,0.09,16.94,0.07,no,472447810772,15.538,0.306,0.981,1.48,18.0,0.04,17.61,0.07,16.87,0.06,no,2915203485946356491,15.537,0.307,0.66,,0.97,1.89,21.61,0.09,,,,,,,,,,,,,,,,,,,,0.0,15.537624518779426,0.3063347128051403,,,2006.8908909787817,0.033300843089818954,0.040327318012714386,0.02960444986820221,0.019247887656092644,0.011988303624093533,-2,0.16404876112937927,18.413450241088867,0.05731194466352463,18.26582145690918,0.07723875343799591,,,18.413440704345703,0.03760581463575363,18.562271118164062,0.10178439319133759,18.715328216552734,0.1960461437702179,,,18.23906898498535,0.06454597413539886,17.59274673461914,0.13410335779190063,17.515775680541992,0.17828422784805298,,,17.59619903564453,0.08708398044109344,17.108980178833008,0.132859468460083,17.024709701538086,0.17235484719276428,,,16.942951202392578,0.0669061690568924
2711,433830551619,742830101.0,15.552,0.242,2.7,180.3,0.0,no,no,1.9,0.28,62.69,106.82,4.01,1.15,17.26,18.83,5.33,0.68,79.68,116.82,43.26,43.58,43.7,no,1237666339725377796,15.552,0.243,0.99,3.05,no,20.38,0.05,19.98,0.02,19.73,0.02,19.38,0.02,19.19,0.06,780389410746165248,QSO,0.493,11.0,J010212.57+001433.4,15.55,0.24,0.12,0.12,0.9877,2.83,15.52,0.05,23.3,14.87,0.08,14.0,11.76,,1.8,8.75,,-0.1,no,no,433830551619,15.552,0.243,0.956,3.0,18.47,0.04,18.17,0.06,17.14,0.06,16.29,0.04,no,472447811645,15.552,0.243,0.975,2.92,18.0,0.04,17.19,0.05,16.49,0.04,no,2915203485948452791,15.552,0.243,0.56,0.63,0.98,3.25,21.29,0.06,21.66,0.08,,,,,,,,,,,,,,,,,,0.0,15.552396209140346,0.24270351534515502,,,2006.8908876386038,0.033761948347091675,0.040885716676712036,0.030014371499419212,0.019514406099915504,0.01215430162847042,1,5.610945701599121,18.239253997802734,0.06848527491092682,18.298080444335938,0.10188057273626328,,,18.471954345703125,0.04103504493832588,17.83012580871582,0.09895740449428558,17.910215377807617,0.1430433988571167,,,18.168943405151367,0.061784978955984116,17.1726016998291,0.11202073097229004,17.457061767578125,0.19042423367500305,,,17.142351150512695,0.05677548050880432,16.155838012695312,0.062085919082164764,16.096176147460938,0.08438603579998016,,,16.29052734375,0.039403870701789856
2713,433836012037,742830101.0,15.562,-0.44,2.3,225.3,0.0,no,no,0.0,0.0,0.0,0.0,1.93,0.54,18.99,16.94,0.96,0.25,23.95,16.03,-999.0,-999.0,-999.0,no,1237666338651636333,15.562,-0.44,0.96,1.23,no,23.5,0.69,22.54,0.13,21.88,0.1,21.56,0.12,20.73,0.21,,,-999.0,,J010214.87-002622.6,15.56,-0.44,0.19,0.2,0.9906,0.84,16.37,0.08,14.3,15.34,0.1,10.4,11.98,0.39,2.8,8.44,0.36,3.0,no,no,433836012037,15.562,-0.44,0.966,1.26,,,,,18.67,0.22,18.28,0.26,no,472470421776,15.562,-0.439,0.976,1.31,20.19,0.22,19.35,0.26,18.23,0.18,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.562145286634168,-0.4395054669794111,,,2005.7302709650924,0.03973313421010971,0.04811682552099228,0.035322755575180054,0.022965751588344574,0.014303929172456264,-1,-0.13826069235801697,,,,,,,,,,,,,,,,,19.041059494018555,0.5994111895561218,18.951351165771484,0.5831828117370605,,,18.669301986694336,0.22008061408996582,18.310853958129883,0.48575836420059204,18.13587760925293,0.4737415611743927,,,18.276229858398438,0.2560175359249115
2714,433830551433,742830101.0,15.562,0.172,2.8,44.4,0.0,no,no,0.43,0.12,20.58,17.61,0.0,0.0,0.0,0.0,1.13,0.31,21.56,17.66,-999.0,-999.0,-999.0,no,1237663784204174110,15.562,0.172,0.99,1.37,no,23.14,0.34,20.63,0.02,19.5,0.01,18.99,0.01,18.68,0.03,,,-999.0,,J010214.92+001018.2,15.56,0.17,0.25,0.26,0.9806,0.65,16.54,0.09,12.6,16.47,0.29,3.8,12.11,,0.8,8.05,,2.0,no,no,433830551433,15.562,0.172,0.97,1.27,17.99,0.03,17.59,0.04,17.04,0.05,16.82,0.06,no,472447812650,15.562,0.172,0.983,1.27,17.59,0.03,17.05,0.04,16.83,0.06,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.5622044805246,0.171532276203957,,,2006.8908876386038,0.03418773412704468,0.041401345282793045,0.030392896384000778,0.019760509952902794,0.012307585217058659,-1,1.4356775283813477,18.07967185974121,0.046453457325696945,18.053478240966797,0.06752587854862213,,,17.992551803588867,0.02803334780037403,17.664169311523438,0.06597700715065002,17.632389068603516,0.09239408373832703,,,17.587587356567383,0.036670658737421036,16.9859619140625,0.09157367795705795,17.135700225830078,0.16540174186229706,,,17.04192543029785,0.05216700956225395,16.808677673339844,0.1064714640378952,16.722373962402344,0.14242763817310333,,,16.82121467590332,0.06320060789585114
2715,433830551505,742830101.0,15.566,0.191,2.9,62.2,0.0,no,no,6.28,0.41,285.56,756.95,2.48,0.73,17.41,14.15,14.05,0.9,291.82,637.53,-999.0,-999.0,-999.0,yes,1237663784204173409,15.565,0.19,0.99,2.01,no,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,,,yes,yes,433830551505,15.565,0.19,0.986,1.83,12.08,0.0,11.73,0.0,11.26,0.0,11.09,0.0,no,472447812368,15.565,0.19,0.996,1.93,11.77,0.0,11.31,0.0,11.1,0.0,no,2915203485948452161,15.566,0.19,0.56,1.38,0.98,2.16,21.17,0.06,23.95,0.29,,,,,,,,,,,,,,,,,,0.0,15.56547578977175,0.19022513251152884,,,2006.8908876386038,0.03444274514913559,0.04171016439795494,0.030619600787758827,0.019907906651496887,0.01239938847720623,-1,13.871376037597656,11.951770782470703,0.0008704200154170394,11.951770782470703,0.0008704200154170394,,,12.076223373413086,0.0010355913545936346,11.586853981018066,0.0006134151481091976,11.586372375488281,0.0006158617907203734,,,11.73130989074707,0.0005810893489979208,11.078771591186523,0.0008953171782195568,11.078059196472168,0.0009037434938363731,,,11.260736465454102,0.0008184229955077171,10.917899131774902,0.0011408523423597217,10.917899131774902,0.0011408523423597217,,,11.087700843811035,0.0009882866870611906
2717,433832530311,742830101.0,15.568,-0.026,2.4,207.2,0.0,no,no,2.28,0.57,27.51,47.32,0.0,0.0,0.0,0.0,6.55,1.36,34.97,42.53,44.69,0.0,45.15,no,1237666339188506907,15.57,-0.026,0.91,5.46,no,21.53,0.11,21.13,0.03,20.97,0.04,20.56,0.04,20.54,0.15,4756982173511905280,QSO,1.739,11.0,J010216.73-000132.7,15.57,-0.03,0.32,0.34,0.9067,5.15,16.85,0.12,9.1,15.9,0.19,5.7,11.87,,0.7,8.59,,-0.5,no,no,433832530311,15.567,-0.027,0.871,4.56,18.92,0.05,18.64,0.08,18.1,0.13,17.88,0.14,no,472470412898,15.567,-0.027,0.932,4.6,18.4,0.04,17.88,0.07,17.73,0.11,no,,,,,,,,,,,,FIRST J010216.8-000134,15.57,-0.026,6.79,23.68,0.12,,,,,,,,,,,,1.0,15.5673762009557,-0.027063684451643952,,,2006.8908909787817,0.028191758319735527,0.034140218049287796,0.025062473490834236,0.01629483699798584,0.01014903374016285,-1,-0.12557607889175415,18.971214294433594,0.0901605412364006,18.869924545288086,0.11868053674697876,,,18.921810150146484,0.05225310102105141,18.599876403808594,0.14858761429786682,18.665931701660156,0.18573594093322754,,,18.637880325317383,0.08290217071771622,17.90084457397461,0.20449644327163696,17.894332885742188,0.21283181011676788,,,18.102611541748047,0.1258297711610794,17.890798568725586,0.233676016330719,17.828493118286133,0.2316380739212036,,,17.876333236694336,0.14129282534122467
2720,433828784004,742830101.0,15.578,0.428,2.6,371.1,0.0,no,no,7.19,1.64,24.07,56.04,0.0,0.0,0.0,0.0,15.5,3.49,24.86,43.85,-999.0,-999.0,-999.0,yes,1237663784741109771,15.577,0.428,0.99,2.46,no,,,,,,,,,,,,,-999.0,,J010218.60+002538.8,15.58,0.43,0.04,0.04,0.9971,2.27,10.6,0.02,45.7,10.52,0.02,51.0,10.38,0.09,12.0,8.35,,1.1,no,no,433828784004,15.577,0.428,0.994,2.19,12.03,0.0,11.52,0.0,11.1,0.0,10.86,0.0,no,472447809095,15.578,0.427,0.997,2.1,11.68,0.0,11.58,0.0,11.03,0.0,no,2915203485948454959,15.577,0.428,0.58,0.92,0.97,2.33,21.66,0.08,22.9,0.21,,,,,,,,,,,,,,,,,,0.0,15.577407547910662,0.4275400689937205,,,2006.8908909787817,0.034015875309705734,0.04119322448968887,0.03024011291563511,0.019661176949739456,0.012245715595781803,-1,4.96082878112793,12.011558532714844,0.0008852080209180713,12.011558532714844,0.0008852080209180713,,,12.03017807006836,0.0009858879493549466,11.502999305725098,0.0005740036722272635,11.502999305725098,0.0005740036722272635,,,11.523009300231934,0.0005168865318410099,11.009015083312988,0.000885861343704164,11.009015083312988,0.000885861343704164,,,11.099544525146484,0.0007540638907812536,10.807446479797363,0.0010472651338204741,10.807446479797363,0.0010472651338204741,,,10.860754013061523,0.0008733444847166538
2721,433830551556,742830101.0,15.593,0.214,2.2,128.5,0.0,no,no,0.95,0.18,36.16,54.78,0.0,0.0,0.0,0.0,2.24,0.43,38.84,46.68,0.0,0.0,0.0,yes,1237666339725377690,15.594,0.214,0.98,3.85,no,,,,,,,,,,,4205413810578321408,STAR,-0.0,11.0,J010222.53+001250.3,15.59,0.21,0.05,0.05,0.9835,3.65,13.1,0.03,44.0,12.89,0.03,40.9,11.97,,0.9,8.86,,-0.9,no,no,433830551556,15.594,0.214,0.946,3.72,14.61,0.0,14.05,0.0,13.51,0.0,13.2,0.0,no,472447812023,15.594,0.214,0.971,3.53,14.01,0.0,13.52,0.0,13.24,0.0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.59388463306383,0.2140957682490297,,,2006.8908876386038,0.034641001373529434,0.041950251907110214,0.030795849859714508,0.020022498443722725,0.012470761314034462,-1,0.7453719973564148,14.623666763305664,0.0034444951452314854,14.605990409851074,0.0038644890300929546,,,14.611218452453613,0.0034611125010997057,14.083759307861328,0.0026892521418631077,14.048029899597168,0.0038451729342341423,,,14.049284934997559,0.002120733493939042,13.526163101196289,0.003921239171177149,13.497445106506348,0.005465447902679443,,,13.512359619140625,0.0029460107907652855,13.22094440460205,0.004707199055701494,13.200812339782715,0.005523175932466984,,,13.196993827819824,0.0033038456458598375
2723,433834266550,742830101.0,15.601,-0.25,4.4,212.5,0.0,no,no,0.69,0.26,10.02,11.22,4.14,1.32,14.03,15.36,3.09,0.74,24.07,28.09,-999.0,-999.0,-999.0,no,1237663783667368112,15.602,-0.25,0.94,3.28,no,22.26,0.29,20.47,0.03,19.04,0.01,18.43,0.01,17.99,0.03,,,-999.0,,J010224.54-001501.4,15.6,-0.25,0.07,0.07,0.9825,3.33,14.61,0.03,33.3,13.97,0.05,23.8,12.12,0.45,2.4,8.39,,1.3,no,no,433834266550,15.602,-0.25,0.921,3.18,17.83,0.02,17.19,0.02,16.32,0.03,15.44,0.02,no,472470417314,15.602,-0.25,0.953,3.29,17.09,0.01,16.28,0.02,15.53,0.02,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.602230519203864,-0.25041520570802306,,,2006.8908876386038,0.03405875712633133,0.04124515503644943,0.03027823567390442,0.019685961306095123,0.01226115319877863,1,24.483524322509766,17.193954467773438,0.03056253306567669,17.188570022583008,0.04727839305996895,,,17.832355499267578,0.02291559986770153,16.7292537689209,0.03540610149502754,16.641752243041992,0.05693403631448746,,,17.1912841796875,0.022992990911006927,15.880773544311523,0.044409532099962234,15.855396270751953,0.06660904735326767,,,16.315113067626953,0.025903059169650078,15.027120590209961,0.02554638683795929,14.945496559143066,0.04209480807185173,,,15.438695907592773,0.017075076699256897
2724,433836892195,742830101.0,15.602,-0.617,5.0,304.5,0.0,no,no,1.83,0.56,15.34,21.08,7.29,3.14,9.22,7.08,6.92,1.76,24.2,27.15,-999.0,-999.0,-999.0,no,1237666338651636041,15.603,-0.616,0.91,4.13,no,22.34,0.24,21.87,0.06,21.51,0.07,21.05,0.06,21.02,0.22,,,-999.0,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,no,472470425497,15.603,-0.616,0.906,3.99,19.9,0.17,18.99,0.18,18.78,0.29,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.603193269624626,-0.6160431954006331,,,2006.882346036961,0.036184486001729965,0.04381941258907318,0.032168008387088776,0.020914632827043533,0.01302641537040472,-1,-0.9609825015068054,,,,,,,,,19.80133056640625,0.2916598320007324,19.931575775146484,0.3725411593914032,,,19.800512313842773,0.2702234387397766,,,,,,,,,,,,,,,,
2726,433830551278,742830101.0,15.62,0.11,2.2,161.4,0.0,no,no,1.12,0.16,66.42,99.66,4.08,0.83,43.7,35.83,4.28,0.5,114.28,132.9,44.16,44.72,44.75,no,1237663784204239142,15.621,0.11,0.99,2.59,no,20.74,0.06,20.62,0.02,20.3,0.02,20.12,0.03,20.03,0.09,,QSO,1.42,1.0,J010228.95+000636.1,15.62,0.11,0.22,0.24,0.9749,2.85,16.58,0.09,11.9,15.43,0.12,9.1,11.74,0.33,3.2,8.9,,-0.4,no,no,433830551278,15.621,0.11,0.955,2.52,19.93,0.14,,,18.38,0.17,18.0,0.18,no,472447813516,15.621,0.11,0.975,2.41,19.24,0.13,18.53,0.15,18.1,0.2,no,2915203485946353829,15.62,0.11,0.75,,0.93,1.88,22.98,0.21,,,,,,,,,,,,,,,,,,,,0.0,15.620641490002164,0.11025821771305912,,,2006.8908876386038,0.032451972365379333,0.039299339056015015,0.028849802911281586,0.01875724084675312,0.011682710610330105,-1,-0.37951743602752686,19.977083206176758,0.18861426413059235,19.719392776489258,0.21162046492099762,,,19.931833267211914,0.14170201122760773,,,,,,,,,18.426908493041992,0.31704628467559814,18.426908493041992,0.31704628467559814,,,18.378984451293945,0.1715378612279892,17.849666595458984,0.2052290141582489,17.500244140625,0.19939282536506653,,,17.996017456054688,0.1797027885913849
2727,433836028475,742830101.0,15.625,-0.439,3.6,82.1,0.0,no,no,0.46,0.12,24.57,17.11,0.0,0.0,0.0,0.0,1.25,0.35,29.7,15.01,-999.0,-999.0,-999.0,no,1237666338651701625,15.625,-0.438,0.98,3.45,no,21.51,0.24,20.24,0.03,19.76,0.03,19.46,0.05,19.27,0.11,,,-999.0,,J010230.00-002615.2,15.63,-0.44,0.28,0.28,0.9532,3.64,16.64,0.09,11.9,16.82,0.37,2.9,12.64,,-0.4,8.3,,0.8,no,no,433836028475,15.625,-0.438,0.903,3.3,19.61,0.14,,,,,,,no,472470421745,15.625,-0.438,0.84,3.62,19.4,0.11,18.64,0.13,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.625274489418837,-0.4378397016153098,,,2006.882260479124,0.042398810386657715,0.05134495720267296,0.03769254311919212,0.02450651302933693,0.015263572335243225,1,4.561795234680176,18.933320999145508,0.15525314211845398,18.86008071899414,0.1631631851196289,,,19.607662200927734,0.14207275211811066,,,,,,,,,,,,,,,,,,,,,,,,
2728,433836028277,742830101.0,15.626,-0.535,1.9,190.0,0.0,no,no,8.96,1.12,77.74,227.92,28.48,4.49,48.84,105.24,31.17,2.95,130.62,332.49,43.55,44.06,44.09,no,1237666338651701263,15.625,-0.535,1.0,2.08,no,18.79,0.02,18.68,0.01,18.47,0.01,18.38,0.01,17.84,0.02,444737365064312832,QSO,0.343,11.0,J010230.01-003206.6,15.63,-0.54,0.06,0.06,0.9933,2.42,14.47,0.03,35.8,13.61,0.03,31.5,10.66,0.09,12.2,8.37,0.37,3.0,no,no,433836028277,15.625,-0.535,0.971,2.35,17.73,0.03,17.22,0.03,16.29,0.03,15.43,0.02,no,472470423911,15.625,-0.535,0.982,2.37,17.13,0.01,16.33,0.02,15.58,0.02,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,15.625115419949251,-0.535089337189703,,,2006.882260479124,0.038049668073654175,0.0460781455039978,0.033826153725385666,0.02199270762503147,0.013697881251573563,1,15.12118911743164,17.452016830444336,0.03918033093214035,17.40464210510254,0.0682254210114479,,,17.73043441772461,0.028067145496606827,17.00503921508789,0.03788783401250839,16.705249786376953,0.0622321292757988,,,17.218984603881836,0.028037525713443756,16.026676177978516,0.04308593273162842,15.940080642700195,0.0633833259344101,,,16.291629791259766,0.027058057487010956,15.247361183166504,0.029464101418852806,15.151188850402832,0.045636482536792755,,,15.430181503295898,0.01976395770907402
2729,433832530176,742830101.0,15.629,0.005,2.5,223.1,0.0,no,no,1.99,0.28,71.71,105.43,5.79,1.35,34.57,26.03,7.07,0.85,112.71,128.26,44.11,44.58,44.66,no,1237663784204238966,15.629,0.005,0.99,1.84,no,20.29,0.04,19.93,0.02,19.53,0.01,19.64,0.02,19.64,0.07,780391334891513856,QSO,1.078,11.0,J010231.00+000019.0,15.63,0.01,0.12,0.12,0.9915,1.89,15.62,0.05,22.3,14.48,0.06,18.4,12.02,0.4,2.7,8.24,,1.2,no,no,433832530176,15.629,0.005,0.962,1.87,19.3,0.07,18.79,0.09,17.92,0.1,17.29,0.08,no,472447814921,15.629,0.005,0.983,1.79,18.42,0.06,17.74,0.08,17.08,0.08,no,2915203485948449661,15.629,0.005,0.57,0.72,0.99,1.69,21.29,0.07,22.83,0.17,,,,,,,,,,,,,,,,,,0.0,15.62919460968022,0.005435625196234327,,,2006.8908909787817,0.028786730021238327,0.03486073017120361,0.025591403245925903,0.016638729721307755,0.010363223031163216,-2,2.008326292037964,19.11052131652832,0.11040220409631729,18.895198822021484,0.1352071464061737,,,19.29570198059082,0.07096350938081741,18.534679412841797,0.12613838911056519,18.484575271606445,0.14280933141708374,,,18.785234451293945,0.09399483352899551,17.864803314208984,0.21175935864448547,17.92539405822754,0.2619161307811737,,,17.91758918762207,0.10333900153636932,17.09404945373535,0.1034647673368454,16.71392822265625,0.14004337787628174,,,17.285627365112305,0.08189129084348679
