Seq,SOURCEID,ObsID,RAdeg,DEdeg,e_Pos,DistNN,ExtFlag,InXMM,InChandra,FSoft,e_FSoft,CtSoft,SoftDetml,FHard,e_FHard,CtHard,HardDetml,FFull,e_FFull,CtFull,FullDetml,logLSoft,logLHard,logLFull,RejS,SDSS,RASdeg,DESdeg,RelS,rS,CoaddS,umag,e_umag,gmag,e_gmag,rmag,e_rmag,imag,e_imag,zmag,e_zmag,SpecID,Class,zsp,r_zsp,WISE,RAWdeg,DEWdeg,e_RAWdeg,e_DEWdeg,RelW,rW,W1mag,e_W1mag,W1SNR,W2mag,e_W2mag,W2SNR,W3mag,e_W3mag,W3SNR,W4mag,e_W4mag,W4SNR,ExtW,RejW,UKIDSS,RAUdeg,DEUdeg,RelU,rU,Ymag,e_Ymag,Jmag,e_Jmag,Hmag,e_Hmag,Kmag,e_Kmag,RejU,VHS,RAVdeg,DEVdeg,RelV,rV,JVmag,e_JVmag,HVmag,e_HVmag,KVmag,e_KVmag,RejV,GALEX,RAGdeg,DEGdeg,e_NUVPos,e_FUVPos,RelG,rG,NUV,e_NUV,FUV,e_FUV,FIRST,RAFdeg,DEFdeg,rF,F1.4GHz,e_F1.4GHz,RAHdeg,DEHdeg,rH,F250,e_F250,F350,e_F350,F500,e_F500,XMMAO10CP,ChCP,CPCoord,RA,DEC,SIGRA,SIGDEC,EPOCH,EBV,AY,AJ,AH,AK,MERGEDCLASS,MERGEDCLASSSTAT,YHALLMAG,YHALLMAGERR,YPETROMAG,YPETROMAGERR,YPSFMAG,YPSFMAGERR,YAPERMAG3,YAPERMAG3ERR,J_1HALLMAG,J_1HALLMAGERR,J_1PETROMAG,J_1PETROMAGERR,J_1PSFMAG,J_1PSFMAGERR,J_1APERMAG3,J_1APERMAG3ERR,HHALLMAG,HHALLMAGERR,HPETROMAG,HPETROMAGERR,HPSFMAG,HPSFMAGERR,HAPERMAG3,HAPERMAG3ERR,KHALLMAG,KHALLMAGERR,KPETROMAG,KPETROMAGERR,KPSFMAG,KPSFMAGERR,KAPERMAG3,KAPERMAG3ERR
2360,433834423123,742830101.0,14.115,-0.353,3.5,171.7,0.0,no,no,1.68,0.38,30.6,33.04,0.0,0.0,0.0,0.0,6.39,1.26,51.67,33.41,-999.0,-999.0,-999.0,no,1237663783666712774,14.115,-0.352,0.98,3.42,no,21.87,0.24,20.39,0.03,18.93,0.02,18.33,0.01,17.9,0.03,,,-999.0,,J005627.57-002108.1,14.11,-0.35,0.08,0.08,0.9857,3.66,14.82,0.04,31.3,,,,,,,,,,no,no,433834423123,14.115,-0.352,0.936,3.51,17.92,0.02,17.25,0.02,16.42,0.03,15.64,0.02,no,472469436506,14.115,-0.352,0.964,3.39,17.2,0.02,16.41,0.02,15.6,0.02,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.114892903726133,-0.3522974781988694,,,2006.8908668856948,0.024133779108524323,0.02922600507736206,0.021454930305480957,0.013949324376881123,0.00868816114962101,1,23.975677490234375,17.424121856689453,0.0335942767560482,17.339570999145508,0.047153323888778687,,,17.924705505371094,0.02394203469157219,16.763830184936523,0.03192730247974396,16.721525192260742,0.04941645637154579,,,17.245426177978516,0.019872484728693962,16.026018142700195,0.04498716816306114,16.03306007385254,0.07107860594987869,,,16.420604705810547,0.02733743004500866,15.266109466552734,0.031406182795763016,15.165094375610352,0.047092895954847336,,,15.644725799560547,0.019928639754652977
2361,433834423565,742830101.0,14.115,-0.16,5.8,291.7,0.0,no,no,2.02,0.5,26.23,26.34,7.29,2.78,15.92,7.4,8.61,1.74,49.88,33.0,-999.0,-999.0,-999.0,no,1237666339187917237,14.115,-0.16,0.81,1.01,no,23.41,0.69,22.61,0.16,21.97,0.13,21.49,0.13,20.63,0.24,,,-999.0,,J005627.65-000937.0,14.12,-0.16,0.13,0.13,0.9522,1.27,15.68,0.05,22.7,,,,,,,,,,no,no,433834423565,14.115,-0.16,0.826,1.08,,,19.49,0.15,18.64,0.2,17.88,0.15,no,472469432977,14.115,-0.16,0.831,1.24,19.9,0.17,19.06,0.2,17.93,0.16,no,2915238670318438835,14.115,-0.16,1.31,,0.76,1.61,22.64,0.32,,,FIRST J005627.5-000936,14.115,-0.16,1.17,8.64,0.11,,,,,,,,,,,,0.0,14.114794826267627,-0.1600006056644469,,,2006.969971964408,0.021507712081074715,0.026045838370919228,0.0191203560680151,0.01243145763874054,0.007742776535451412,-1,0.627571165561676,,,,,,,,,19.949249267578125,0.1409907042980194,19.779146194458008,0.17188909649848938,,,19.491657257080078,0.1465643346309662,18.679832458496094,0.323506236076355,18.679832458496094,0.323506236076355,,,18.64469337463379,0.19895456731319427,17.770627975463867,0.23417997360229492,17.763853073120117,0.25860485434532166,,,17.884662628173828,0.14509330689907074
2362,433836362467,742830101.0,14.142,-0.442,3.4,49.1,0.0,no,no,0.95,0.26,22.03,20.45,0.0,0.0,0.0,0.0,3.48,0.83,36.45,20.87,-999.0,-999.0,-999.0,no,,,,,,no,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,,,no,no,,,,,,,,,,,,,,no,,,,,,,,,,,,no,2918862660643598899,14.141,-0.441,0.95,,0.79,6.21,22.09,0.17,,,,,,,,,,,,,,,,,,,,0.0,14.141094055457222,-0.4403432573413017,,,2006.8822465982205,0.024105576798319817,0.02919185347855091,0.02142985723912716,0.013933023437857628,0.008678007870912552,-1,1.0981407165527344,18.844223022460938,0.1325390338897705,18.781024932861328,0.1716071367263794,,,18.888761520385742,0.07006842643022537,18.623342514038086,0.12960751354694366,18.57744598388672,0.1589420735836029,,,18.414363861083984,0.06732986122369766,17.854604721069336,0.14529618620872498,17.783523559570312,0.16616475582122803,,,17.76091194152832,0.08379296958446503,16.9685001373291,0.11274012923240662,16.943735122680664,0.1776159554719925,,,17.142780303955078,0.07827217876911163
2363,433836362494,742830101.0,14.154,-0.448,2.1,49.1,0.0,no,no,7.25,0.63,177.33,389.08,17.33,2.73,73.38,62.06,24.68,1.83,273.08,402.95,43.8,44.17,44.33,no,1237666338651046108,14.155,-0.447,1.0,1.79,no,20.39,0.05,19.99,0.02,19.91,0.02,19.41,0.02,19.11,0.04,779144212938516480,QSO,0.474,11.0,J005637.10-002649.8,14.15,-0.45,0.07,0.07,0.9952,1.87,14.69,0.03,33.0,,,,,,,,,,no,no,433836362494,14.155,-0.447,0.977,1.81,18.22,0.04,17.87,0.04,17.17,0.05,16.25,0.03,no,472469438358,14.155,-0.447,0.987,1.84,17.81,0.03,16.96,0.03,16.06,0.03,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.154556219618115,-0.447173910514408,,,2006.8822465982205,0.024282565340399742,0.029406186193227768,0.021587200462818146,0.014035322703421116,0.00874172430485487,1,5.088907241821289,18.274192810058594,0.07264833897352219,18.210474014282227,0.0955406203866005,,,18.222660064697266,0.039502643048763275,17.828168869018555,0.060040879994630814,17.7479190826416,0.0874360129237175,,,17.871763229370117,0.04137786105275154,17.06778335571289,0.08031658828258514,17.054729461669922,0.1171090230345726,,,17.17346954345703,0.049189452081918716,16.122657775878906,0.04931306093931198,15.984793663024902,0.06612049043178558,,,16.248376846313477,0.03498082235455513
2365,433832563084,742830101.0,14.162,0.038,4.0,224.1,0.0,no,no,1.64,0.44,22.75,21.26,0.0,0.0,0.0,0.0,3.95,1.15,25.07,12.93,44.44,0.0,0.0,no,1237663784203583728,14.162,0.039,0.97,6.14,no,19.76,0.03,19.45,0.01,19.41,0.01,19.19,0.01,19.19,0.05,780344880525240320,QSO,1.577,11.0,J005638.88+000222.2,14.16,0.04,0.17,0.18,0.934,6.24,16.2,0.07,15.7,,,,,,,,,,no,no,433832563084,14.162,0.04,0.843,6.21,18.88,0.05,18.5,0.06,17.78,0.1,17.45,0.1,no,472447126149,14.162,0.04,0.907,6.28,18.28,0.05,17.6,0.05,17.44,0.11,no,6476213785057036472,14.162,0.04,0.64,,0.92,6.44,21.25,0.08,,,,,,,,,,,,,,,,,,,,0.0,14.16200684378133,0.03950803386767616,,,2006.890863244353,0.025553015992045403,0.03094470128417015,0.02271663025021553,0.014769643545150757,0.00919908657670021,-1,-2.778076648712158,18.94862174987793,0.09116023033857346,18.862258911132812,0.12149203568696976,,,18.878496170043945,0.05376458913087845,18.76093101501465,0.14323663711547852,18.66783332824707,0.1497664451599121,,,18.501506805419922,0.06220787763595581,17.52989959716797,0.1335313767194748,17.353742599487305,0.13232052326202393,,,17.77724266052246,0.09660115838050842,17.553613662719727,0.16976280510425568,17.49488639831543,0.18583162128925323,,,17.446340560913086,0.1033405140042305
2366,433836363120,742830101.0,14.163,-0.4,3.8,29.8,0.0,no,no,1.24,0.38,17.36,17.26,0.0,0.0,0.0,0.0,2.96,0.98,20.61,9.98,-999.0,-999.0,-999.0,no,,,,,,no,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,,,no,no,433836363120,14.164,-0.399,0.877,2.61,,,,,,,18.11,0.19,no,472469437466,14.164,-0.399,0.888,2.46,20.4,0.27,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.16403814604177,-0.39939293618981186,,,2005.7302971389458,0.025680091232061386,0.031098589301109314,0.022829601541161537,0.014843093231320381,0.009244833141565323,1,1.8251911401748657,,,,,,,,,,,,,,,,,,,,,,,,,17.838138580322266,0.3174365162849426,17.724998474121094,0.3034454584121704,,,18.112112045288086,0.1894463151693344
2368,433836362527,742830101.0,14.172,-0.4,4.3,29.8,0.0,no,no,0.51,0.18,15.14,10.28,7.69,1.6,39.62,31.56,4.15,0.75,55.37,41.29,0.0,44.28,44.01,no,1237663783666712930,14.172,-0.398,0.92,5.79,no,22.06,0.14,21.43,0.04,20.76,0.03,20.77,0.04,19.14,0.04,4755832084785459200,QSO,0.732,11.0,J005641.20-002353.6,14.17,-0.4,0.07,0.07,0.9693,5.91,14.97,0.04,30.5,,,,,,,,,,no,no,433836362527,14.172,-0.398,0.764,6.36,20.28,0.24,19.44,0.17,18.43,0.15,17.25,0.09,no,472469437442,14.172,-0.398,0.894,5.99,19.08,0.08,18.26,0.1,17.13,0.08,no,,,,,,,,,,,,FIRST J005641.2-002353,14.172,-0.398,5.57,0.63,0.06,,,,,,,,,,,,0.0,14.171665392277863,-0.3981141634324034,,,2006.8822465982205,0.025902818888425827,0.03136831149458885,0.023027606308460236,0.014971829950809479,0.009325015358626842,-3,1.3176014423370361,20.19048500061035,0.32869425415992737,20.190479278564453,0.328939825296402,,,20.279314041137695,0.24145236611366272,19.341053009033203,0.16741889715194702,19.258535385131836,0.17004075646400452,,,19.43501853942871,0.16951461136341095,18.45541000366211,0.40202367305755615,18.648517608642578,0.4380749762058258,,,18.432409286499023,0.15337279438972473,17.352651596069336,0.13755017518997192,17.437911987304688,0.21910928189754486,,,17.24889373779297,0.0863543376326561
2369,433836363145,742830101.0,14.186,-0.389,4.4,62.9,0.0,no,no,0.0,0.0,0.0,0.0,2.99,0.95,17.3,11.32,1.95,0.52,28.71,15.58,-999.0,-999.0,-999.0,no,,,,,,no,,,,,,,,,,,,,-999.0,,J005644.54-002320.5,14.19,-0.39,0.3,0.31,0.9425,1.38,16.87,0.11,9.9,,,,,,,,,,no,no,433836363145,14.185,-0.389,0.894,1.49,,,,,,,18.37,0.24,no,,,,,,,,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.185371940383071,-0.38914945065176954,,,2005.7302971389458,0.025941861793398857,0.03141559287905693,0.023062314838171005,0.014994395896792412,0.00933907087892294,1,3.1208081245422363,,,,,,,,,,,,,,,,,,,,,,,,,17.910995483398438,0.29917678236961365,17.910995483398438,0.29917678236961365,,,18.370744705200195,0.24083758890628815
2370,433834437127,742830101.0,14.196,-0.166,3.6,226.1,0.0,no,no,0.59,0.2,13.89,12.41,0.0,0.0,0.0,0.0,2.26,0.59,24.09,17.7,-999.0,-999.0,-999.0,no,1237666339187917186,14.196,-0.165,0.9,5.25,no,22.0,0.16,21.72,0.05,21.32,0.05,21.28,0.07,20.94,0.21,,,-999.0,,J005646.95-000952.0,14.2,-0.16,0.24,0.24,0.9089,6.9,16.43,0.08,14.2,,,,,,,,,,no,no,433834437127,14.196,-0.165,0.818,5.34,20.14,0.16,,,,,18.32,0.23,no,472469433078,14.196,-0.165,0.887,5.45,19.93,0.18,18.84,0.17,18.02,0.17,no,2915238670318438799,14.196,-0.165,0.72,,0.92,4.98,21.82,0.19,,,,,,,,,,,,,,,,,,,,0.0,14.195810161426103,-0.16487549196840567,,,2006.8908600410678,0.022570176050066948,0.027332482859492302,0.020064886659383774,0.013045561499893665,0.008125263266265392,-1,-0.5316601395606995,20.370105743408203,0.41375279426574707,20.370105743408203,0.41375279426574707,,,20.14126968383789,0.15939335525035858,,,,,,,,,,,,,,,,,18.955881118774414,0.7641277313232422,18.77704429626465,0.6102486252784729,,,18.31806755065918,0.22554771602153778
2371,433836363155,742830101.0,14.197,-0.577,3.4,328.9,0.0,no,no,1.67,0.43,22.7,25.09,0.0,0.0,0.0,0.0,6.83,1.56,40.67,23.63,44.24,0.0,44.85,no,1237666338651046287,14.196,-0.577,0.99,3.22,no,20.95,0.08,21.14,0.04,20.86,0.04,20.86,0.05,20.64,0.15,,QSO,1.296,1.0,J005647.09-003436.1,14.2,-0.58,0.31,0.32,0.9532,3.82,16.96,0.12,8.9,,,,,,,,,,no,no,433836363155,14.196,-0.577,0.91,3.31,,,,,,,17.67,0.13,no,472469440854,14.196,-0.577,0.936,3.37,19.82,0.16,19.11,0.21,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.196392281537232,-0.5767596644795605,,,2005.7302971389458,0.024784095585346222,0.030013538897037506,0.02203306183218956,0.014325207099318504,0.0089222751557827,1,3.4759926795959473,,,,,,,,,,,,,,,,,,,,,,,,,17.41402816772461,0.20172064006328583,17.780397415161133,0.3963480293750763,,,17.672788619995117,0.12691451609134674
2372,433829058905,742830101.0,14.207,0.456,4.7,148.7,0.0,yes; 426,no,0.84,0.25,20.98,13.62,4.54,1.38,19.86,11.17,3.5,0.75,39.07,24.82,-999.0,-999.0,-999.0,no,,14.207,0.455,,2.87,yes,,,,,23.29,0.27,,,,,,,-999.0,,J005649.63+002719.4,14.21,0.46,0.2,0.2,0.9475,3.09,16.2,0.07,15.7,,,,,,,,,,no,no,433829058905,14.207,0.455,0.855,2.96,20.63,0.22,19.61,0.15,,,18.44,0.24,no,472447118811,14.207,0.456,0.904,2.63,19.78,0.18,,,18.33,0.23,no,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0.0,14.206795667540218,0.45543215556689887,,,2006.890863244353,0.022950321435928345,0.02779283933341503,0.020402835682034492,0.013265285640954971,0.008262116461992264,-1,-1.1551754474639893,20.29010009765625,0.24633561074733734,20.29010009765625,0.24633561074733734,,,20.627473831176758,0.2192804366350174,19.784101486206055,0.2797390818595886,19.767131805419922,0.2798826992511749,,,19.613601684570312,0.1546919345855713,,,,,,,,,18.215959548950195,0.39877092838287354,18.131385803222656,0.3839317858219147,,,18.438936233520508,0.2415032833814621
2373,433832563245,742830101.0,14.215,-0.012,1.3,104.2,0.0,no,no,3.38,0.35,123.42,218.84,0.0,0.0,0.0,0.0,8.39,0.86,137.38,174.78,-999.0,-999.0,-999.0,no,1237666339187917561,14.216,-0.012,0.99,1.65,no,22.92,0.38,21.72,0.06,20.58,0.03,19.93,0.03,19.58,0.07,,,-999.0,,J005651.73-000042.4,14.22,-0.01,0.07,0.07,0.9967,1.83,14.71,0.03,34.6,,,,,,,,,,no,no,433832563245,14.216,-0.012,0.984,1.83,18.47,0.04,18.17,0.05,17.19,0.06,16.32,0.04,no,472447127102,14.216,-0.012,0.991,1.86,18.19,0.04,17.32,0.04,16.42,0.04,no,,,,,,,,,,,,,,,,,,14.22,-0.01,0.72,59.18,10.38,32.91,10.27,18.6,10.99,,,0.0,14.215555940796513,-0.011784490278183115,,,2006.890863244353,0.025395071133971214,0.030753429979085922,0.022576218470931053,0.01467835158109665,0.009142225608229637,1,4.652060031890869,18.332698822021484,0.06384254992008209,18.261703491210938,0.09097013622522354,,,18.467182159423828,0.038476914167404175,17.88109016418457,0.08291289210319519,17.882240295410156,0.12448504567146301,,,18.165794372558594,0.046680133789777756,16.850536346435547,0.08136755228042603,16.802692413330078,0.12997601926326752,,,17.186298370361328,0.05687037482857704,16.30355453491211,0.05529629811644554,16.20770263671875,0.09108274430036545,,,16.323314666748047,0.038071729242801666
2374,433832563005,742830101.0,14.217,0.068,3.4,224.1,0.0,no,no,0.85,0.22,22.82,23.66,0.0,0.0,0.0,0.0,1.97,0.53,23.86,16.19,-999.0,-999.0,-999.0,no,,,,,,no,,,,,,,,,,,,,-999.0,,,,,,,,,,,,,,,,,,,,,no,no,433832563005,14.217,0.069,0.808,5.89,19.31,0.08,19.32,0.13,18.56,0.2,,,no,,,,,,,,,,,,no,6476213785057036715,14.216,0.069,1.83,,0.76,5.19,22.97,0.44,,,,,,,,,,,,,,,,,,,,1.0,14.216777037481185,0.06938169124577635,,,2006.890863244353,0.025420013815164566,0.030783636495471,0.0225983913987875,0.014692768454551697,0.00915120542049408,-1,-0.7651981711387634,19.264446258544922,0.17196717858314514,19.24520492553711,0.20601320266723633,,,19.307279586791992,0.0763264074921608,19.84444236755371,0.27553603053092957,20.202863693237305,0.4877335727214813,,,19.32232666015625,0.13131538033485413,18.158445358276367,0.294916570186615,18.158445358276367,0.294916570186615,,,18.56343650817871,0.19692161679267883,,,,,,,,
2375,433836363033,742830101.0,14.231,-0.452,3.1,54.6,0.0,no,no,0.65,0.17,22.47,21.14,0.0,0.0,0.0,0.0,1.63,0.43,25.41,17.13,-999.0,-999.0,-999.0,no,1237666338651047011,14.231,-0.452,0.97,0.9,no,24.0,0.76,23.61,0.26,23.19,0.24,22.24,0.16,21.58,0.33,,,-999.0,,,,,,,,,,,,,,,,,,,,,no,no,433836363033,14.231,-0.452,0.948,1.32,,,,,18.8,0.22,18.31,0.23,no,472469438428,14.231,-0.452,0.968,0.94,20.28,0.24,18.98,0.19,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.231218085938908,-0.4518785813377651,,,2005.7302260643394,0.029595784842967987,0.03584049269556999,0.026310652494430542,0.01710636354982853,0.010654482990503311,1,1.8964301347732544,,,,,,,,,,,,,,,,,19.256208419799805,0.6005314588546753,19.256208419799805,0.6005314588546753,,,18.79680061340332,0.21532540023326874,18.316242218017578,0.4258178472518921,18.2891788482666,0.4253087043762207,,,18.311870574951172,0.22912269830703735
2377,433830897005,742830101.0,14.239,0.147,2.9,173.4,0.0,no,no,0.72,0.19,26.44,24.8,0.0,0.0,0.0,0.0,1.78,0.52,28.85,21.2,44.42,0.0,44.81,no,1237663784203649352,14.239,0.147,0.99,0.59,no,21.92,0.13,21.44,0.04,21.3,0.05,21.07,0.06,20.82,0.19,,QSO,2.153,1.0,J005657.46+000850.1,14.24,0.15,0.56,0.58,0.9678,0.59,17.47,0.19,5.7,,,,,,,,,,no,no,433830897005,14.239,0.147,0.946,0.75,20.11,0.14,,,,,,,no,472447124149,14.239,0.147,0.968,0.67,19.81,0.19,19.22,0.23,,,no,6476213785059134768,14.239,0.147,1.06,0.93,0.93,1.1,23.63,0.38,23.35,0.27,,,,,,,,,,,,,,,,,,0.0,14.23942371742497,0.14733358933792817,,,2006.8908600410678,0.022874319925904274,0.027700800448656082,0.02033527009189129,0.013221357017755508,0.008234755136072636,-1,0.003002334386110306,19.52496910095215,0.18221573531627655,19.52696990966797,0.1972709745168686,,,20.111305236816406,0.1428326666355133,,,,,,,,,,,,,,,,,,,,,,,,
2378,433832563193,742830101.0,14.239,0.004,4.6,104.2,0.0,no,no,1.1,0.29,26.29,16.71,0.0,0.0,0.0,0.0,2.12,0.62,27.5,10.83,42.08,0.0,0.0,no,1237663784203649153,14.239,0.005,0.98,4.64,no,20.74,0.13,18.97,0.01,17.66,0.01,17.17,0.01,16.82,0.02,780343506135705600,GALAXY,0.195,11.0,J005657.32+000017.7,14.24,0.0,0.07,0.07,0.976,4.59,14.5,0.03,35.2,,,,,,,,,,no,no,433832563193,14.239,0.005,0.866,4.67,17.24,0.02,16.65,0.01,15.95,0.02,15.36,0.02,no,,,,,,,,,,,,no,6476213785058094145,14.239,0.005,,1.53,0.76,5.46,,,23.25,0.28,,,,,,,,,,,,,,,,,,0.0,14.238816932476169,0.004933460065775179,,,2006.890863244353,0.02536228857934475,0.030713731423020363,0.022547073662281036,0.014659402891993523,0.00913042388856411,1,29.824655532836914,16.33798599243164,0.018465742468833923,16.16609764099121,0.023611754179000854,,,17.24374771118164,0.015382456593215466,15.920628547668457,0.017446106299757957,15.65112018585205,0.024109194055199623,,,16.651195526123047,0.012441243976354599,15.173117637634277,0.029176710173487663,14.980734825134277,0.04422737658023834,,,15.949126243591309,0.018997006118297577,14.72390079498291,0.02459057979285717,14.526067733764648,0.03533123433589935,,,15.35737419128418,0.01653592847287655
2379,433834437256,742830101.0,14.241,-0.21,1.6,130.5,0.0,no,no,4.04,0.33,198.85,392.03,6.84,1.12,57.71,57.68,11.63,0.84,255.67,399.56,-999.0,-999.0,-999.0,no,1237666339187917061,14.241,-0.21,1.0,0.73,no,20.43,0.05,19.95,0.02,19.92,0.02,19.92,0.02,19.85,0.08,,,-999.0,,J005657.81-001236.0,14.24,-0.21,0.18,0.19,0.9947,0.7,16.23,0.07,15.0,,,,,,,,,,no,no,433834437256,14.241,-0.21,0.983,0.84,19.26,0.07,18.95,0.09,18.42,0.17,17.58,0.12,no,472469433947,14.241,-0.21,0.991,0.94,18.75,0.06,18.23,0.09,17.52,0.11,no,2915238670320535682,14.241,-0.21,0.58,0.74,1.0,1.2,20.41,0.07,21.07,0.14,,,,,,,,,,,,,,,,,,0.0,14.240823421427482,-0.20997753914687312,,,2006.8908600410678,0.022883215919137,0.027711573988199234,0.020343178883194923,0.01322649884968996,0.008237957954406738,-1,-1.0195139646530151,19.390974044799805,0.183925598859787,19.395225524902344,0.19330130517482758,,,19.261966705322266,0.07466237246990204,19.24969482421875,0.22457566857337952,19.17461585998535,0.233867347240448,,,18.95322036743164,0.09443015605211258,18.668363571166992,0.30878740549087524,18.31221580505371,0.2716076374053955,,,18.41925811767578,0.17048189043998718,17.49706268310547,0.20424936711788177,17.716718673706055,0.3415060341358185,,,17.58061981201172,0.11701156198978424
2380,433836362941,742830101.0,14.243,-0.443,3.0,54.6,0.0,no,no,1.26,0.22,48.93,54.23,4.97,1.06,34.27,31.65,4.61,0.63,80.31,85.89,-999.0,-999.0,-999.0,no,1237666338651046697,14.243,-0.443,0.97,0.55,no,24.78,0.96,22.4,0.11,21.72,0.08,21.36,0.09,21.13,0.26,,,-999.0,,J005658.28-002633.1,14.24,-0.44,0.22,0.23,0.985,0.27,16.5,0.08,13.7,,,,,,,,,,no,no,433836362941,14.243,-0.443,0.953,0.38,,,19.41,0.17,18.79,0.21,17.91,0.16,no,472469438275,14.243,-0.443,0.963,0.47,19.13,0.09,18.81,0.16,17.87,0.14,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.242941249607753,-0.4426012344988141,,,2006.8823278028747,0.0305758286267519,0.037027329206466675,0.02718191221356392,0.0176728293299675,0.011007298715412617,1,1.4116336107254028,,,,,,,,,19.552080154418945,0.16919519007205963,19.43026351928711,0.18655233085155487,,,19.408397674560547,0.16737821698188782,18.90203857421875,0.5728254318237305,18.954708099365234,0.486298531293869,,,18.78517723083496,0.21291141211986542,17.910364151000977,0.25277259945869446,17.78225326538086,0.29911330342292786,,,17.913156509399414,0.15958715975284576
2382,433836362683,742830101.0,14.25,-0.459,3.8,48.8,0.0,no,no,0.59,0.15,22.33,19.2,0.0,0.0,0.0,0.0,1.75,0.43,29.97,18.31,44.56,0.0,45.03,yes,1237666338651046000,14.25,-0.458,0.97,1.53,no,,,,,,,,,,,4755831535029645312,QSO,2.656,11.0,J005659.90-002728.6,14.25,-0.46,0.44,0.45,0.9374,2.59,17.19,0.14,7.7,,,,,,,,,,no,no,433836362683,14.25,-0.458,0.912,1.65,19.69,0.14,19.72,0.22,,,,,no,472469438548,14.25,-0.458,0.915,1.56,20.19,0.22,,,,,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.24982556783888,-0.4582265527676769,,,2006.8822465982205,0.0330764465034008,0.04005557671189308,0.029404960572719574,0.019118186086416245,0.01190752163529396,-2,1.675763487815857,19.681114196777344,0.32733383774757385,19.681114196777344,0.32733383774757385,,,19.693525314331055,0.14366623759269714,19.939258575439453,0.2973284125328064,19.939258575439453,0.2973284125328064,,,19.722084045410156,0.22283193469047546,,,,,,,,,,,,,,,,
2383,433836362697,742830101.0,14.252,-0.472,1.6,48.8,0.0,no,no,2.09,0.28,76.06,126.0,0.0,0.0,0.0,0.0,4.95,0.65,81.33,101.84,-999.0,-999.0,-999.0,yes,1237666338651045989,14.252,-0.472,1.0,0.89,no,,,,,,,,,,,,,-999.0,,J005700.49-002819.6,14.25,-0.47,0.03,0.03,0.9998,0.72,8.04,0.02,45.9,,,,,,,,,,no,no,433836362697,14.252,-0.472,0.998,0.56,12.29,0.0,10.4,0.0,12.85,0.0,10.79,0.0,no,472469438981,14.252,-0.472,0.995,1.02,13.01,0.0,12.25,0.0,11.91,0.0,no,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.252026505333243,-0.47211972993189993,,,2006.8822465982205,0.03426891937851906,0.04149965941905975,0.03046507015824318,0.01980743557214737,0.012336811050772667,-1,425.8673400878906,8.6403169631958,0.00018066674238070846,8.6403169631958,0.00018066674238070846,,,12.286664962768555,0.0011536668753251433,8.384599685668945,0.0001476900652050972,8.384599685668945,0.0001476900652050972,,,10.40007495880127,0.0003963054914493114,8.37201976776123,0.00019913716823793948,8.723990440368652,0.00024410652986261994,,,12.846083641052246,0.001765789114870131,8.26974105834961,0.00025981172802858055,8.473407745361328,0.0002924908185377717,,,10.791451454162598,0.0008170381188392639
2384,433830897040,742830101.0,14.253,0.193,2.0,173.4,0.0,no,no,0.91,0.18,40.0,37.96,0.0,0.0,0.0,0.0,2.29,0.49,44.82,27.78,-999.0,-999.0,-999.0,yes,1237663784203649367,14.254,0.193,1.0,1.8,no,,,,,,,,,,,,,-999.0,,J005700.91+001134.1,14.25,0.19,0.21,0.21,0.9904,1.88,16.41,0.08,13.6,,,,,,,,,,no,no,433830897040,14.254,0.193,0.966,1.76,19.76,0.11,19.37,0.12,,,17.82,0.14,no,472447123430,14.254,0.193,0.982,1.82,19.43,0.13,18.68,0.14,17.82,0.15,no,6476213785059135225,14.254,0.193,0.69,1.17,0.98,1.79,21.56,0.1,24.08,0.37,,,,,,,,,,,,,,,,,,0.0,14.253741162144824,0.1928255615772408,,,2006.8908600410678,0.022658903151750565,0.02743993140757084,0.020143764093518257,0.013096846640110016,0.008157205767929554,-1,-0.7297985553741455,19.59246826171875,0.2094508409500122,19.47348403930664,0.2321355640888214,,,19.76164436340332,0.10628710687160492,20.025985717773438,0.364917516708374,19.93634796142578,0.3665376305580139,,,19.368000030517578,0.12143643945455551,,,,,,,,,18.307571411132812,0.4222131669521332,18.38456916809082,0.49663084745407104,,,17.816030502319336,0.13868281245231628
